"uniqueID","stream","site_type","date_MI_sampling","identified_taxa","lowest_level_identified","phylum","subphylum","class","order","family","tribe_subfamily","genus","species","number_of_kicks","abundance_absolut"
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Baetis sp.","G","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Baetidae",NA,"Baetis",NA,5,50
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Baetis sp.","G","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Baetidae",NA,"Baetis",NA,5,72
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Baetis sp.","G","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Baetidae",NA,"Baetis",NA,5,129
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Baetis sp.","G","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Baetidae",NA,"Baetis",NA,5,105
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Baetis sp.","G","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Baetidae",NA,"Baetis",NA,5,83
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Baetis sp.","G","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Baetidae",NA,"Baetis",NA,5,14
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Baetis sp.","G","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Baetidae",NA,"Baetis",NA,5,7
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Baetis sp.","G","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Baetidae",NA,"Baetis",NA,5,5
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Baetis sp.","G","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Baetidae",NA,"Baetis",NA,5,10
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,10,1
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Brachycera","SO","Arthropoda","Hexapoda","Insecta","Diptera",NA,NA,NA,NA,5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",10,0
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",10,3
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Calopteryx splendens","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx splendens",5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",10,0
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",10,2
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",10,3
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Calopteryx virgo","S","Arthropoda","Hexapoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx","Calopteryx virgo",5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,10,26
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,10,14
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,10,1
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,10,1
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,10,9
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,10,6
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,10,39
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,5,17
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,5,6
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,5,2
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,5,2
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,5,1
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,5,6
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Ceratopogonidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,5,2
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",10,0
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",10,1
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",10,1
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",5,3
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",5,3
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",5,29
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Chaetopteryx major","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx major",5,8
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Chaetopteryx villosa group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx villosa",10,3
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Chaetopteryx villosa group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx villosa",10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Chaetopteryx villosa group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx villosa",10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Chaetopteryx villosa group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx villosa",10,0
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Chaetopteryx villosa group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx villosa",10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Chaetopteryx villosa group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx villosa",10,27
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Chaetopteryx villosa group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx villosa",10,125
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Chaetopteryx villosa group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx villosa",5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Chaetopteryx villosa group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Limnephilidae","Chaetopterygini","Chaetopteryx","Chaetopteryx villosa",5,7
