"group","family","genus","taxa_link","Rang","sensitivity","generation_time","refuge","exposition"
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena jacobi","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena jahorinensis","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena kimminsi","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena landai","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena landai/vaillanti","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena loyolaea","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena loyolaea/zelinkai","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena marcosi","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena mariaedominicae","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena marinkovici","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena monserrati","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena neretvana","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena nivata","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena nuragica","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena oscensis","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena picteti","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena podhalensis","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena puthzi","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena puytoraci","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena reatina","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena rolandi","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena savoiensis","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena semicolorata","species",-0.3,0.5,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena semicolorata-Gr.","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena sibillina","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena siciliana","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena soteria","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena sowai","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena sp.","genus",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena sp. lepnevae gr.","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena strenua","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena taurisca","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena thomasi","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena thracica","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena vaillanti","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena wolosatkae","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena zelinkai","species",-0.3,0.75,1,1
"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena zernyi","species",-0.3,0.75,1,1
"Ephemeroptera","Isonychiidae","Isonychia","Isonychia ignota","species",-0.3,1,1,1
"Ephemeroptera","Isonychiidae","Isonychia","Isonychia sp.","genus",-0.3,1,1,1
"Ephemeroptera","Isonychiidae","Isonychia","Isonychia ussurica","species",-0.3,1,1,1
"Ephemeroptera","Isonychiidae","Isonychiidae","Isonychiidae Gen. sp.","family",-0.3,1,1,1
"Ephemeroptera","Isonychiidae","Isonychiinae","Isonychiinae Gen. sp.","genus",-0.3,1,1,1
"Ephemeroptera","Leptophlebiidae","Leptophlebiidae","Leptophlebiidae Gen. sp.","family",-0.3,1,0,1
"Ephemeroptera","Neoephemeridae","Neoephemera","Neoephemera maxima","species",-0.3,1,1,1
"Ephemeroptera","Neoephemeridae","Neoephemera","Neoephemera sp.","genus",-0.3,1,1,1
"Ephemeroptera","Neoephemeridae","Neoephemeridae","Neoephemeridae Gen. sp.","family",-0.3,1,1,1
"Ephemeroptera","Oligoneuriidae","Oligoneuriella","Oligoneuriella duerensis","species",-0.3,1,1,1
"Ephemeroptera","Oligoneuriidae","Oligoneuriella","Oligoneuriella keffermuellerae","species",-0.3,1,1,1
"Ephemeroptera","Oligoneuriidae","Oligoneuriella","Oligoneuriella marichuae","species",-0.3,1,1,1
"Ephemeroptera","Oligoneuriidae","Oligoneuriella","Oligoneuriella pallida","species",-0.3,1,1,1
"Ephemeroptera","Oligoneuriidae","Oligoneuriella","Oligoneuriella polonica","species",-0.3,1,1,1
"Ephemeroptera","Oligoneuriidae","Oligoneuriella","Oligoneuriella rhenana","species",-0.3,1,1,1
"Ephemeroptera","Oligoneuriidae","Oligoneuriella","Oligoneuriella sp.","genus",-0.3,1,1,1
"Ephemeroptera","Oligoneuriidae","Oligoneuriidae","Oligoneuriidae Gen. sp.","family",-0.3,1,1,1
"Ephemeroptera","Oligoneuriidae","Oligoneuriinae","Oligoneuriinae Gen. sp.","genus",-0.3,1,1,1
"Ephemeroptera","Oligoneuriidae","Oligoneuriopsis","Oligoneuriopsis skhounate","species",-0.3,1,1,1
"Ephemeroptera","Oligoneuriidae","Oligoneuriopsis","Oligoneuriopsis sp.","genus",-0.3,1,1,1
"Ephemeroptera","Oligoneuriidae","Oligoneurisca","Oligoneurisca borysthenica","species",-0.3,1,1,1
"Ephemeroptera","Oligoneuriidae","Oligoneurisca","Oligoneurisca sp.","genus",-0.3,1,1,1
"Ephemeroptera","Palingeniidae","Palingenia","Palingenia fuliginosa","species",-0.3,1,1,1
"Ephemeroptera","Palingeniidae","Palingenia","Palingenia longicauda","species",-0.3,1,1,1
"Ephemeroptera","Palingeniidae","Palingenia","Palingenia sp.","genus",-0.3,1,1,1
"Ephemeroptera","Palingeniidae","Palingenia","Palingenia sublongicauda","species",-0.3,1,1,1
"Ephemeroptera","Palingeniidae","Palingeniidae","Palingeniidae Gen. sp.","family",-0.3,1,1,1
"Ephemeroptera","Palingeniidae","Palingeniinae","Palingeniinae Gen. sp.","genus",-0.3,1,1,1
"Ephemeroptera","Polymitarcyidae","Ephoron","Ephoron nigridorsum","species",-0.3,1,1,1
"Ephemeroptera","Polymitarcyidae","Ephoron","Ephoron sp.","genus",-0.3,1,1,1
"Ephemeroptera","Polymitarcyidae","Ephoron","Ephoron virgo","species",-0.3,1,1,1
"Ephemeroptera","Polymitarcyidae","Polymitarcyidae","Polymitarcyidae Gen. sp.","family",-0.3,1,1,1
"Ephemeroptera","Polymitarcyidae","Polymitarcyinae","Polymitarcyinae Gen. sp.","genus",-0.3,1,1,1
"Ephemeroptera","Potamanthidae","Potamanthidae","Potamanthidae Gen. sp.","family",-0.3,1,1,1
"Ephemeroptera","Potamanthidae","Potamanthus","Potamanthus luteus","species",-0.3,1,1,1
"Ephemeroptera","Potamanthidae","Potamanthus","Potamanthus sp.","genus",-0.3,1,1,1
"Ephemeroptera","Prosopistomatidae","Prosopistoma","Prosopistoma pennigerum","species",-0.3,1,1,1
"Ephemeroptera","Prosopistomatidae","Prosopistoma","Prosopistoma sp.","genus",-0.3,1,1,1
"Ephemeroptera","Prosopistomatidae","Prosopistomatidae","Prosopistomatidae Gen. sp.","family",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Parameletinae","Parameletinae Gen. sp.","genus",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Parameletus","Parameletus chelifer","species",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Parameletus","Parameletus minor","species",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Parameletus","Parameletus sp.","genus",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Siphlonuridae","Siphlonuridae Gen. sp.","family",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Siphlonurinae","Siphlonurinae Gen. sp.","genus",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Siphlonurus","Siphlonurus abraxas","species",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Siphlonurus","Siphlonurus aestivalis","species",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Siphlonurus","Siphlonurus aestivalis/lacustris","species",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Siphlonurus","Siphlonurus alternatus","species",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Siphlonurus","Siphlonurus armatus","species",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Siphlonurus","Siphlonurus chankae","species",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Siphlonurus","Siphlonurus croaticus","species",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Siphlonurus","Siphlonurus flavidus","species",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Siphlonurus","Siphlonurus hispanicus","species",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Siphlonurus","Siphlonurus ireneae","species",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Siphlonurus","Siphlonurus lacustris","species",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Siphlonurus","Siphlonurus lusoensis","species",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Siphlonurus","Siphlonurus montanus","species",-0.3,1,1,1
"Ephemeroptera","Siphlonuridae","Siphlonurus","Siphlonurus sp.","genus",-0.3,1,1,1
"Gastropoda","Acroloxidae","Acroloxidae","Acroloxidae Gen. sp.","family",-1.23,1,1,1
"Gastropoda","Ancylidae","Ancylidae","Ancylidae Gen. sp.","family",-1.82,1,1,1
"Gastropoda","Assimineidae","Assimineidae","Assimineidae Gen. sp.","family",-1.82,1.7,1,1
"Gastropoda","Bithyniidae","Bithyniidae","Bithyniidae Gen. sp.","family",-1.82,1,1,1
"Gastropoda","Buliminidae","Buliminidae","Buliminidae Gen. sp.","family",-1.82,1,1,1
"Gastropoda","Ellobiidae","Ellobiidae","Ellobiidae Gen. sp.","family",-1.82,1,1,1
"Gastropoda","Gastropoda","Gastropoda","Gastropoda Gen. sp.","group",-1.82,1,1,1
"Gastropoda","Hydrobiidae","Hydrobiidae","Hydrobiidae Gen. sp.","family",-1.82,0.75,1,1
"Gastropoda","Hydrobiidae","Hydrobiidae (incl. Bithyniidae)","Hydrobiidae (incl. Bithyniidae) Gen. sp.","family",-1.82,0.75,1,1
"Gastropoda","Hydrocenidae","Hydrocenidae","Hydrocenidae Gen. sp.","family",-1.82,1,1,1
"Gastropoda","Lymnaeidae","Lymnaeidae","Lymnaeidae Gen. sp.","family",-0.64,1,1,1
"Gastropoda","Melanopsidae","Melanopsidae","Melanopsidae Gen. sp.","family",-1.82,1,1,1
"Gastropoda","Micromelaniidae","Micromelaniidae","Micromelaniidae Gen. sp.","family",-1.82,1,1,1
"Gastropoda","Neritidae","Neritidae","Neritidae Gen. sp.","family",-1.82,1,1,1
"Gastropoda","Physidae","Physidae","Physidae Gen. sp.","family",-1.64,1,1,1
"Gastropoda","Planorbidae","Planorbidae","Planorbidae Gen. sp.","family",-1.94,1,1,1
"Gastropoda","Pleuroceridae","Pleuroceridae","Pleuroceridae Gen. sp.","family",-1.82,1,1,1
"Gastropoda","Pyrgulidae","Pyrgulidae","Pyrgulidae Gen. sp.","family",-1.82,1,1,1
"Gastropoda","Rissoidae","Rissoidae","Rissoidae Gen. sp.","family",-1.82,1,1,1
"Gastropoda","Succineidae","Succineidae","Succineidae Gen. sp.","family",-1.23,1,1,1
"Gastropoda","Thiaridae","Thiaridae","Thiaridae Gen. sp.","family",-1.82,1,1,1
"Gastropoda","Truncatellidae","Truncatellidae","Truncatellidae Gen. sp.","family",-1.82,1,1,1
"Gastropoda","Valvatidae","Valvatidae","Valvatidae Gen. sp.","family",-1.82,1,1,1
"Gastropoda","Vertiginidae","Vertiginidae","Vertiginidae Gen. sp.","family",-1.82,1,1,1
"Gastropoda","Viviparidae","Viviparidae","Viviparidae Gen. sp.","family",-1.5,1,1,1
"Gastropoda","Zonitidae","Zonitidae","Zonitidae Gen. sp.","family",-1.82,1,1,1
"Heteroptera","Aphelocheiridae","Aphelocheiridae","Aphelocheiridae Gen. sp.","family",-0.56,1,1,1
"Heteroptera","Corixidae","Corixidae","Corixidae Gen. sp.","family",-0.29,0.5,1,0
"Heteroptera","Heteroptera","Heteroptera","Heteroptera Gen. sp.","group",-0.56,1,1,1
"Heteroptera","Nepidae","Nepidae","Nepidae Gen. sp.","family",-0.56,1,1,1
"Heteroptera","Notonectidae","Notonectidae","Notonectidae Gen. sp.","family",-0.82,1,1,1
"Heteroptera","Pleidae","Pleidae","Pleidae Gen. sp.","family",-0.56,1,1,1
"Hirudinea","Acanthobdellidae","Acanthobdellidae","Acanthobdellidae Gen. sp.","family",-0.6,1,1,1
"Hirudinea","Erpobdellidae","Erpobdellidae","Erpobdellidae Gen. sp.","family",-0.41,1,1,1
"Hirudinea","Glossiphoniidae","Glossiphoniidae","Glossiphoniidae Gen. sp.","family",-0.6,1,1,1
"Hirudinea","Haemadipsidae","Haemadipsidae","Haemadipsidae Gen. sp.","family",-0.6,1,1,1
"Hirudinea","Haemopidae","Haemopidae","Haemopidae Gen. sp.","family",-0.6,1,1,1
"Hirudinea","Hirudinea","Hirudinea","Hirudinea Gen. sp.","group",-0.6,1,1,1
"Hirudinea","Hirudinidae","Hirudinidae","Hirudinidae Gen. sp.","family",-0.6,1,1,1
"Hirudinea","Piscicolidae","Piscicolidae","Piscicolidae Gen. sp.","family",-0.6,1,1,1
"Hirudinea","Salifidae","Salifidae","Salifidae Gen. sp.","family",-0.6,1,1,1
"Hydrachnidia","Hydrachnidia","Hydrachnidia","Hydrachnidia Gen. sp.","group",-1.15,0.5,1,1
"Hymenoptera","Hymenoptera","Hymenoptera","Hymenoptera Gen. sp.","group",NA,NA,1,1
"Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera Gen. sp.","group",NA,1,1,1
"Megaloptera","Megaloptera","Megaloptera","Megaloptera Gen. sp.","group",NA,2,1,1
"Megaloptera","Sialidae","Sialidae","Sialidae Gen. sp.","family",-0.06,2,1,1
"Nematoda","Nematoda","Nematoda","Nematoda-Mermithidae Gen. sp.","group",NA,NA,1,1
"Nematoda","Nematoda","Nematoda","Nematoda Gen. sp.","group",NA,NA,1,1
"Nematomorpha","Nematomorpha","Nematomorpha","Nematomorpha Gen. sp.","group",NA,NA,1,1
"Nemertea","Nemertea","Nemertea","Nemertea Gen. sp.","group",NA,NA,1,1
"Odonata","Aeshnidae","Aeshna","Aeshna affinis","species",-0.96,2,1,1
"Odonata","Aeshnidae","Aeshna","Aeshna caerulea","species",-0.96,3,1,1
"Odonata","Aeshnidae","Aeshna","Aeshna crenata","species",-0.96,2,1,1
"Odonata","Aeshnidae","Aeshna","Aeshna cyanea","species",-0.96,2,1,1
"Odonata","Aeshnidae","Aeshna","Aeshna cyanea/mixta","species",-0.96,2,1,1
"Odonata","Aeshnidae","Aeshna","Aeshna grandis","species",-0.96,3,1,1
"Odonata","Aeshnidae","Aeshna","Aeshna isosceles","species",-0.96,2,1,1
"Odonata","Aeshnidae","Aeshna","Aeshna juncea","species",-0.96,1,1,1
"Odonata","Aeshnidae","Aeshna","Aeshna mixta","species",-0.96,2,1,1
"Odonata","Aeshnidae","Aeshna","Aeshna osiliensis","species",-0.96,2,1,1
"Odonata","Aeshnidae","Aeshna","Aeshna serrata","species",-0.96,2,1,1
"Odonata","Aeshnidae","Aeshna","Aeshna sp.","genus",-0.96,2,1,1
"Odonata","Aeshnidae","Aeshna","Aeshna subarctica","species",-0.96,2,1,1
"Odonata","Aeshnidae","Aeshna","Aeshna viridis","species",-0.96,2,1,1
"Odonata","Aeshnidae","Aeshnidae","Aeshnidae Gen. sp.","family",-0.96,1.5,1,1
"Odonata","Aeshnidae","Aeshninae","Aeshninae Gen. sp.","genus",-0.96,1.5,1,1
"Odonata","Aeshnidae","Anax","Anax immaculifrons","species",-0.96,2,1,1
"Odonata","Aeshnidae","Anax","Anax imperator","species",-0.96,2,1,1
"Odonata","Aeshnidae","Anax","Anax parthenope","species",-0.96,2,1,1
"Odonata","Aeshnidae","Anax","Anax sp.","genus",-0.96,2,1,1
"Odonata","Aeshnidae","Anax/Hemianax","Anax/Hemianax sp.","genus",-0.96,1.5,1,1
"Odonata","Aeshnidae","Boyeria","Boyeria cretensis","species",-0.96,1.5,1,1
"Odonata","Aeshnidae","Boyeria","Boyeria irene","species",-0.96,1.5,1,1
"Odonata","Aeshnidae","Boyeria","Boyeria sp.","genus",-0.96,1.5,1,1
"Odonata","Aeshnidae","Brachytron","Brachytron pratense","species",-0.96,1,1,1
"Odonata","Aeshnidae","Brachytron","Brachytron sp.","genus",-0.96,1,1,1
"Odonata","Aeshnidae","Brachytroninae","Brachytroninae Gen. sp.","genus",-0.96,1.5,1,1
"Odonata","Aeshnidae","Caliaeschna","Caliaeschna microstigma","species",-0.96,1.5,1,1
"Odonata","Aeshnidae","Caliaeschna","Caliaeschna sp.","genus",-0.96,1.5,1,1
"Odonata","Aeshnidae","Hemianax","Hemianax ephippiger","species",-0.96,1.5,1,1
"Odonata","Aeshnidae","Hemianax","Hemianax sp.","genus",-0.96,1.5,1,1
"Odonata","Anisoptera","Anisoptera","Anisoptera Gen. sp.","family",-0.96,1.5,1,1
"Odonata","Anisoptera","Corduliidae/Libellulidae","Corduliidae/Libellulidae Gen. sp.","genus",-0.96,1.5,1,1
"Odonata","Calopterygidae","Calopterygidae","Calopterygidae Gen. sp.","family",-0.36,2,1,1
"Odonata","Calopterygidae","Calopteryginae","Calopteryginae Gen. sp.","genus",-0.36,2,1,1
"Odonata","Calopterygidae","Calopteryx","Calopteryx exul","species",-0.36,2,1,1
"Odonata","Calopterygidae","Calopteryx","Calopteryx haemorrhoidalis","species",-0.36,2,1,1
"Odonata","Calopterygidae","Calopteryx","Calopteryx sp.","genus",-0.36,2,1,1
"Odonata","Calopterygidae","Calopteryx","Calopteryx splendens","species",-0.36,2,1,1
"Odonata","Calopterygidae","Calopteryx","Calopteryx syriaca","species",-0.36,2,1,1
"Odonata","Calopterygidae","Calopteryx","Calopteryx taurica","species",-0.36,2,1,1
"Odonata","Calopterygidae","Calopteryx","Calopteryx virgo","species",-0.36,2,1,1
"Odonata","Calopterygidae","Calopteryx","Calopteryx waterstoni","species",-0.36,2,1,1
"Odonata","Coenagrionidae","Cercion","Cercion lindenii","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Cercion","Cercion sp.","genus",-0.24,1,1,1
"Odonata","Coenagrionidae","Ceriagrion","Ceriagrion sp.","genus",-0.24,1,1,1
"Odonata","Coenagrionidae","Ceriagrion","Ceriagrion tenellum","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Coenagrion","Coenagrion armatum","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Coenagrion","Coenagrion caerulescens","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Coenagrion","Coenagrion hastulatum","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Coenagrion","Coenagrion hylas ssp.","subspecies",-0.24,1,1,1
"Odonata","Coenagrionidae","Coenagrion","Coenagrion johanssoni","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Coenagrion","Coenagrion lunulatum","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Coenagrion","Coenagrion mercuriale","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Coenagrion","Coenagrion ornatum","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Coenagrion","Coenagrion puella","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Coenagrion","Coenagrion puella/pulchellum","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Coenagrion","Coenagrion pulchellum","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Coenagrion","Coenagrion scitulum","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Coenagrion","Coenagrion sp.","genus",-0.24,1,1,1
"Odonata","Coenagrionidae","Coenagrion","Coenagrion syriacum","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Coenagrionidae","Coenagrionidae Gen. sp.","family",-0.24,1,1,1
"Odonata","Coenagrionidae","Coenagrioninae","Coenagrioninae Gen. sp.","genus",-0.24,1,1,1
"Odonata","Coenagrionidae","Enallagma","Enallagma cyathigerum","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Enallagma","Enallagma deserti","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Enallagma","Enallagma sp.","genus",-0.24,1,1,1
"Odonata","Coenagrionidae","Erythromma","Erythromma najas","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Erythromma","Erythromma sp.","genus",-0.24,1,1,1
"Odonata","Coenagrionidae","Erythromma","Erythromma viridulum","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Ischnura","Ischnura elegans","species",-0.24,0.5,1,1
"Odonata","Coenagrionidae","Ischnura","Ischnura elegans/pumilio","species",-0.24,0.5,1,1
"Odonata","Coenagrionidae","Ischnura","Ischnura forcipata","species",-0.24,0.5,1,1
"Odonata","Coenagrionidae","Ischnura","Ischnura fountainei","species",-0.24,0.5,1,1
"Odonata","Coenagrionidae","Ischnura","Ischnura genei","species",-0.24,0.5,1,1
"Odonata","Coenagrionidae","Ischnura","Ischnura graellsi","species",-0.24,0.5,1,1
"Odonata","Coenagrionidae","Ischnura","Ischnura intermedia","species",-0.24,0.5,1,1
"Odonata","Coenagrionidae","Ischnura","Ischnura pumilio","species",-0.24,0.5,1,1
"Odonata","Coenagrionidae","Ischnura","Ischnura saharensis","species",-0.24,0.5,1,1
"Odonata","Coenagrionidae","Ischnura","Ischnura senegalensis","species",-0.24,0.5,1,1
"Odonata","Coenagrionidae","Ischnura","Ischnura sp.","genus",-0.24,0.5,1,1
"Odonata","Coenagrionidae","Ischnurinae","Ischnurinae Gen. sp.","genus",-0.24,1,1,1
"Odonata","Coenagrionidae","Nehalennia","Nehalennia sp.","genus",-0.24,1,1,1
"Odonata","Coenagrionidae","Nehalennia","Nehalennia speciosa","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Nehalenniinae","Nehalenniinae Gen. sp.","genus",-0.24,1,1,1
"Odonata","Coenagrionidae","Pseudagrioninae","Pseudagrioninae Gen. sp.","genus",-0.24,1,1,1
"Odonata","Coenagrionidae","Pyrrhosoma","Pyrrhosoma nymphula","species",-0.24,1,1,1
"Odonata","Coenagrionidae","Pyrrhosoma","Pyrrhosoma sp.","genus",-0.24,1,1,1
"Odonata","Cordulegastridae","Cordulegaster","Cordulegaster bidentata","species",-0.96,3.5,1,1
"Odonata","Cordulegastridae","Cordulegaster","Cordulegaster boltonii","species",-0.96,3,1,1
"Odonata","Cordulegastridae","Cordulegaster","Cordulegaster charpentieri","species",-0.96,3.5,1,1
"Odonata","Cordulegastridae","Cordulegaster","Cordulegaster helladica","species",-0.96,3.5,1,1
"Odonata","Cordulegastridae","Cordulegaster","Cordulegaster heros","species",-0.96,3.5,1,1
